168	2177.68
169	1757.36
170	1628.48
171	1827.95
172	491.385
173	1385.8
174	2445.62
175	1431.19
176	196.559
177	3764.39
178	4433.78
179	2778.66
180	2366.68
181	994.798
182	880.674
183	2934.57
184	2570.43
185	1523.83
186	3452.39
187	2425
188	2791.12
189	2901.63
190	2911.93
191	1299.33
192	4269.39
193	315.71
194	192.889
195	4099.87
196	381.309
197	4999.64
198	4605.49
199	2110.97
200	2942.33
201	963.401
202	2745.56
203	3101.53
204	1886.54
205	4012.3
206	3656.86
207	698.327
208	2589.25
209	128.19
210	4549.42
211	3247.19
212	3531.11
213	2604.94
214	1854.89
215	4645.4
216	3438.93
217	1255.48
218	1894.6
219	4372.22
220	218.219
221	2425.48
222	173.652
223	1576.64
224	3665.58
225	334.97
226	2230.55
227	1762.91
228	678.107
229	2260.67
230	3505.07
231	2988.64
232	4030.75
233	2055.85
234	887.255
235	4729.12
236	2220.8
237	901.25
238	1792.25
239	3532.16
240	1822.03
241	2670.93
242	1531.71
243	3001.17
244	1591.84
245	1035.74
246	4022.85
247	743.892
248	2059.8
249	3281.72
250	755.071
251	257.967
252	4560.63
253	3767.7
254	3331.63
255	3074.86
256	3127.67
257	3408.93
258	2315.04
259	2192.5
260	1444.17
261	4199.67
262	772.309
263	3683.4
264	1135.04
265	513.766
266	379.6
267	3999.11
268	1616.78
269	3063.33
270	384.081
271	2385.29
272	444.328
273	1339.78
274	4241.09
275	119.529
276	4262.46
277	3479.45
278	1121.63
279	4332.27
280	292.118
281	1885.78
282	4686.45
283	3347.02
284	4165.38
285	976.203
286	2317.26
287	2410.01
288	569.721
289	4881.17
290	1110.31
291	1849.57
292	614.87
293	291.525
294	3256.24
295	1276.55
296	3910.04
297	4339.08
298	4906.7
299	2581.49
300	1451.65
301	2651.91
302	2895.47
303	1540.14
304	2257
305	2566.81
306	4940.1
307	965.523
308	4532.57
309	2463.8
310	4269.83
311	1736.17
312	4424.97
313	427.7
314	919.213
315	624.801
316	723.839
317	3736.23
318	2650.66
319	1925.65
320	4003.67
321	3513.4
322	1130.99
323	564.781
324	2322.86
325	2170.11
326	258.804
327	424.595
328	2684.91
329	1644
330	4158.43
331	282.227
332	1756.99
333	4695.14
334	3553.53
335	4252.17
336	4406.59
337	4709.14
338	4333.98
339	1361.62
340	668.597
341	4302.28
342	163.775
343	4385.13
344	139.48
345	4943.07
346	4183.88
347	1361.87
348	4961.35
349	3835.47
350	2291.7
351	283.543
352	1411.43
353	662.465
354	1729.73
355	2026.92
356	773.675
357	283.2
358	3968.61
359	139.354
360	803.078
361	3079.52
362	2755.85
363	1594.68
364	242.698
365	1236.33
366	1642.09
367	3598.59
368	2190.62
369	3914.2
370	1872.18
371	4398.02
372	2330.93
373	167.25
374	4814.66
375	3564.27
376	3148.18
377	4182.23
378	2097.57
379	4552.1
380	3459.7
381	710.486
382	2571.55
383	3788.3
384	442.729
385	188.203
386	4401.32
387	4092.31
388	4624.72
389	1030.17
390	4649.8
391	633.926
392	4855.06
393	2845.11
394	3192.98
395	4511.64
396	927.927
397	1509.74
398	1260.48
399	4098.11
400	559.759
401	1896.59
402	1428.34
403	1124.17
404	3938.45
405	3072.15
406	893.256
407	3887.14
408	3792.79
409	2807.56
410	4093.96
411	4101.92
412	4320.74
413	4360.06
414	3804.24
415	1075.21
416	3355.56
417	474.054
418	1928.21
419	3216.24
420	1632.89
421	1428.19
422	1696.25
423	242.347
424	141.805
425	2014.32
426	1399.08
427	123.623
428	1953.84
429	634.365
430	2799.17
431	4059.5
432	1203.19
433	1555.8
434	1242.44
435	3775.49
436	1865.64
437	194.28
438	1692.17
439	3442.29
440	1418.07
441	1502.75
442	3678.17
443	667.684
444	1803.92
445	2963.05
446	2761.23
447	515.107
448	227.039
449	3659.2
450	1617.02
451	1695.82
452	2377.34
453	1823.59
454	4471.76
455	4404.34
456	212.543
457	3951.02
458	354.309
459	3211.58
460	538.605
461	660.355
462	2767.65
463	2937.98
464	2775.05
465	4744.95
466	3695.62
467	2665.5
468	1866
469	960.028
470	850.46
471	330.151
472	2897.01
473	2299.89
474	1107.84
475	1676.47
476	4303.23
477	2706.92
478	4292.75
479	3091.16
480	662.829
481	3453.32
482	907.791
483	2826.05
484	3031.44
485	1660.92
486	2534.95
487	562.219
488	2387.43
489	1209.44
490	3990.8
491	3830.98
492	2106.64
493	4196.97
494	3813.28
495	1833.94
496	4612.55
497	248.51
498	1850.66
499	4332.24
500	3152.42
501	4341.97
502	2901.57
503	4009.2
504	1490.52
505	3642.16
506	1287.81
507	3734.39
508	4212.7
509	3683.5
510	1292.38
511	2332.47
512	4552.34
513	171.444
514	2157.56
515	3981.09
516	4831.68
517	2986.07
518	4577.36
519	3651.56
520	3026.87
521	4131.35
522	1009.4
523	3555.79
524	690.632
525	2952.47
526	4629.74
527	931.148
528	4733.03
529	1372.63
530	577.372
531	3386.87
532	4786.37
533	1429.28
534	1978.96
535	3382.96
536	1558.72
537	3786.18
538	1242.44
539	2512.79
540	4869.59
541	4737.7
542	1589.1
543	4216.78
544	2648.76
545	4538.98
546	3856.63
547	4696.08
548	4749.82
549	3166.54
550	4134.32
551	4730.96
552	2143.58
553	1524.87
554	3963.9
555	3628.05
556	3143.81
557	1071.03
558	2894.53
559	4417.22
560	1906.9
561	511.324
562	4638.72
563	3836.19
564	2893.56
565	872.226
566	1872.19
567	1537.09
568	4767.97
569	742.81
570	1793.19
571	3142.17
572	1767.5
573	3490.59
574	1962.28
575	1480.61
576	4146.09
577	4241.49
578	4314.45
579	4953.2
580	4155.12
581	4945.03
582	971.282
583	4579.57
584	882.439
585	4490.46
586	3332.64
587	4644.9
588	3238.36
589	2804.11
590	4316.34
591	1132.64
592	1797.48
593	2474.7
594	1753.35
595	2778.23
596	1995.88
597	3281.83
598	1214.53
599	256.223
600	3534.94
601	2469.45
602	1545.79
603	3843.75
604	4422.77
605	3473.5
606	4534.43
607	4366.03
608	1636.07
609	3144.89
610	218.089
611	1022.88
612	1144.75
613	2888.1
614	3326.03
615	1949.05
616	350.36
617	1821.7
618	3733.67
619	3936.24
620	4463.61
621	4543.44
622	3382.27
623	4723.38
624	2796.74
625	3541.1
626	4334.18
627	2748.94
628	4523.16
629	4598.84
630	3154.17
631	4236.92
632	2892.99
633	4044.96
634	4621.99
635	3021.62
636	3476.83
637	2010.18
638	2484.66
639	2054.17
640	380.161
641	1612.38
642	3898.87
643	4848.33
644	2636.73
645	1262.82
646	2207.06
647	2696.08
648	2060.25
649	2753.25
650	2446.31
651	1407.5
652	2928.44
653	532.515
654	3945.21
655	2366.56
656	1209.76
657	2224.82
658	2982.62
659	3262.97
660	305.756
661	3034.58
662	3045.12
663	1171.06
664	1942.84
665	3088.23
666	3224.47
667	3463.95
668	625.751
669	4298.86
670	261.561
671	3934.78
672	3418.67
673	3640.82
674	1237.73
675	790.634
676	4237.85
677	107.244
678	3680.44
679	1325.75
680	3108.39
681	1331.4
682	750.528
683	3507.22
684	2978.79
685	3549.9
686	3305.81
687	1571.88
688	4832.85
689	3852.06
690	2894.94
691	2470.6
692	4803.67
693	759.478
694	4008.98
695	325.587
696	4864.23
697	3915.86
698	864.719
699	3433.88
700	2703.48
701	1891.77
702	1138.65
703	3938.92
704	4903.57
705	3000.47
706	3773.22
707	2322.97
708	4397.95
709	3314.3
710	4461.83
711	2831.03
712	3728.06
713	1466.94
714	4693.75
715	1332.08
716	2866.59
717	2961.22
718	4000.46
719	2602.47
720	4534
721	1103.79
722	2358.38
723	4895.53
724	991.134
725	1152.25
726	4189.02
727	1722.93
728	149.594
729	4757.81
730	3975.05
731	2136.42
732	2488.43
733	596.306
734	1656.25
735	648.052
736	3756.72
737	1350.1
738	1370.71
739	4898.96
740	2891.5
741	3044.6
742	3506.32
743	4276.83
744	143.432
745	2390.78
746	711.39
747	3250.5
748	4534.69
749	4025.18
750	1750.41
751	3955.46
752	4018.91
753	3396.58
754	126.15
755	1250.23
756	2435.5
757	3675.28
758	4635.39
759	1615.4
760	3962.18
761	4150.02
762	1826.53
763	2223.42
764	1868.9
765	4586.2
766	421.069
767	339.359
768	3358.51
769	3135.84
770	1594.83
771	2589.35
772	3893.85
773	175.033
774	4344.06
775	2300.63
776	3256.44
777	2548.14
778	2672.05
779	3018.9
780	4652.54
781	3905.9
782	2102.35
783	3308.83
784	1355.92
785	2257.42
786	4069.26
787	3657.87
788	2511.92
789	2078.65
790	2377.05
791	2321.37
792	336.226
793	2110.42
794	1591.99
795	1090.27
796	2669.33
797	2057.46
798	1724.47
799	200.12
800	4365.81
801	3173.59
802	1346.36
803	2414.44
804	4667.01
805	1525.8
806	2026.87
807	3599.32
808	2234.56
809	755.406
810	697.058
811	2336.6
812	4325.11
813	3067.58
814	4268.79
815	1786.72
816	3472.45
817	3980.45
818	2463.2
819	1964.83
820	3221.2
821	2856
822	1281.94
823	1301.99
824	1852.99
825	4599.65
826	1810.23
827	2318.58
828	4422.03
829	4745.91
830	4684.69
831	4706.33
832	968.295
833	2197.49
834	179.763
835	2471.24
836	3232.6
837	3201.61
838	1659.74
839	2940.38
840	4033.61
841	1945.38
842	4853.63
843	4828.36
844	954.133
845	3035.69
846	1583.85
847	2161.6
848	365.275
849	1974.87
850	1900.09
851	4514.97
852	4339.07
853	2542.37
854	1071.25
855	1524.7
856	4403.37
857	4235.97
858	397.651
859	729.36
860	2309.44
861	1010.44
862	1873.13
863	2873.78
864	4473.27
865	3076.58
866	4927.55
867	636.669
868	1771.05
869	4612.38
870	2555.22
871	404.943
872	266.661
873	4381.49
874	1684.51
875	502.391
876	4801.73
877	3340.89
878	2451.03
879	470.434
880	4682.93
881	682.963
882	108.056
883	3801.84
884	4587.13
885	4968.63
886	2179.19
887	557.419
888	629.65
889	4650.54
890	4234.23
891	2408.1
892	585.432
893	3442.84
894	3772.23
895	3194.53
896	4397.71
897	4053.38
898	3222.25
899	4749.18
900	1378.67
901	867.386
902	1379.23
903	1061.4
904	4549.18
905	3168.07
906	1057.51
907	1294.87
908	3235.04
909	4510.93
910	2366.06
911	3056.07
912	1505.44
913	3870.13
914	3551.74
915	3050.78
916	1805.82
917	2579.62
918	4426.58
919	4083.24
920	757.786
921	3415.27
922	3608.95
923	2205.27
924	2572.55
925	3073.26
926	4234.96
927	4484.5
928	3957.92
929	4004.07
930	2016.48
931	3186.43
932	4701.46
933	1725.6
934	4308.69
935	3308.88
936	4867.56
937	886.712
938	124.528
939	4715.38
940	1611.15
941	966.329
942	3777.06
943	3394.72
944	1693.53
945	3800.32
946	1044.78
947	4248.63
948	3442.99
949	108.537
950	1444.94
951	439.884
952	1335.47
953	758.078
954	364.797
955	1655.69
956	1866.64
957	569.044
958	896.183
959	1709.6
960	1347.41
961	3109.74
962	2158.75
963	3933.26
964	3831.21
965	2198.63
966	3066.55
967	513.298
968	2549.05
969	3265.77
970	2674.51
971	877.035
972	650.705
973	3542.16
974	2553.29
975	249.734
976	3835.62
977	378.599
978	1489.8
979	4187.28
980	2402.62
981	2013.48
982	196.594
983	1343.38
984	4142.99
985	4731.76
986	4437.23
987	2301.68
988	4057.21
989	634.765
990	2436.36
991	1622.46
992	3789.76
993	621.798
994	660.389
995	2138.93
996	4000.44
997	310.639
998	214.156
999	2805.27
1000	2586.4
1001	159.277
1002	2895.66
1003	3759.45
1004	3439.52
1005	1611.7
1006	164.331
1007	423.31
1008	2748.3
1009	2410.03
1010	2258.71
1011	451.036
1012	1884.74
1013	1935.69
1014	725.967
1015	4732.17
1016	780.019
1017	3539.69
1018	320.588
1019	2305.72
1020	2055.71
1021	1345.92
1022	2847.57
1023	4582.95
1024	2918.86
1025	2850.74
1026	158.382
1027	3337.96
1028	2124.61
1029	2917.02
1030	2517.49
1031	4270.8
1032	4256.96
1033	841.315
1034	4399.3
1035	912.089
1036	810.655
1037	4930.46
1038	3034.02
1039	2548.07
1040	123.589
1041	4904.42
1042	382.358
1043	971.978
1044	184.542
1045	3373.55
1046	1254.33
1047	2271.55
1048	1257.73
1049	3705.77
1050	674.799
1051	4216.73
1052	2041.29
1053	1574.79
1054	2314.1
1055	1628.02
1056	876.813
1057	4715.32
1058	2636.08
1059	1362.72
1060	981.819
1061	1644.67
1062	739.459
1063	4584.13
1064	395.89
1065	3852.9
1066	766.548
1067	125.096
1068	4402.67
1069	1626.33
1070	3676.07
1071	4421.55
1072	997.127
1073	1131.99
1074	3491.32
1075	3017.7
1076	2939.81
1077	2044.08
1078	617.093
1079	125.076
1080	2212.15
1081	1398.32
1082	464.852
1083	4671.46
1084	1420.22
1085	3820.73
1086	4806.78
1087	155.943
1088	3096.37
1089	2830.02
1090	1613.12
1091	1200.35
1092	3413.05
1093	4044.4
1094	628.827
1095	2063.5
1096	270.785
1097	633.613
1098	1467.22
1099	4717.1
1100	4723.1
1101	1286.88
1102	668.272
1103	753.642
1104	4345.11
1105	4049.88
1106	1165.95
1107	3347.26
1108	4667.7
1109	2614.14
1110	1366.21
1111	3658.12
1112	2091.2
1113	1894.45
1114	2050.24
1115	3059.07
1116	4881.85
1117	4196.17
1118	2624.14
1119	2060.84
1120	3940.54
1121	3246.03
1122	976.754
1123	3824.25
1124	3470.74
1125	241.759
1126	4896.66
1127	2329.97
1128	4422.13
1129	1646.4
1130	2272.79
1131	3835.13
1132	1708.83
1133	2615.96
1134	1548.16
1135	4050.34
1136	2896.97
1137	1060.61
1138	4696.64
1139	4790.55
1140	4249.58
1141	3345
1142	931.504
1143	2066.72
1144	2508.96
1145	3626.5
1146	662.587
1147	956.996
1148	4130.91
1149	3450.17
1150	2209.02
1151	3370.31
1152	3559.62
1153	3701.33
1154	2882.45
1155	4755.03
1156	4347.69
1157	576.874
1158	2709.46
1159	2275.24
1160	2403.54
1161	3843.41
1162	1753.92
1163	1574.82
1164	3586.64
1165	1134.92
1166	2212
1167	4400.47
1168	2168.02
1169	4996.88
1170	1939.1
1171	2907.58
1172	393.2
1173	3690.67
